entidad_norm,id_entidad_pt,entidad_pt,regimen,periodo_pt,n_personas_pt,ingreso_mediana_pt,ingreso_p25_pt,ingreso_p75_pt,masa_mensual_pt,n_convocatorias_cas,salario_oferta_mediana_cas,gap_oferta_vs_ejecutado,fuente_pt_url
UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARTIN (UGELSM),18680,UNIDAD DE GESTIÓN EDUCATIVA LOCAL SAN MARTIN (UGELSM),CAS,2026-04,118,2220.81,1864.19,3050.0,305771.65,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18680&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE LA ESPERANZA (MDE),11314,Municipalidad Distrital de La Esperanza (MDE),CAS,2026-04,184,1389.19,1389.19,1664.19,301182.07,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11314&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=7
UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURIMAC. (UNAMBA),13625,Universidad Nacional Micaela Bastidas de Apurímac. (UNAMBA),CAS,2026-04,115,1764.19,1764.19,2550.0,297131.82,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13625&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA (MDSJB-AYACUCHO),10719,Municipalidad Distrital de San Juan Bautista (MDSJB-AYACUCHO),CAS,2025-12,117,2100.0,1900.0,3450.0,295566.37,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10719&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE PANGOA (MDPANGOA),11279,Municipalidad Distrital de Pangoa (MDPangoa),CAS,2026-05,137,1864.19,1600.0,2164.19,295477.22,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11279&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
HOSPITAL HERMILIO VALDIZAN (HHV),14042,HOSPITAL HERMILIO VALDIZAN (HHV),CAS,2026-04,83,2890.49,2164.19,3303.69,294207.65,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14042&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE MEGANTONI (MDM),18786,Municipalidad Distrital de Megantoni (MDM),CAS,2025-09,24,11664.34,11664.19,12764.19,294040.86,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18786&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RIO APURIMAC ENE Y MANTARO - PROVRAEM (PROVRAEM),16387,PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC ENE Y MANTARO - PROVRAEM (PROVRAEM),CAS,2025-11,39,8264.19,3764.19,8264.19,286258.34,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16387&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
DIRECCION REGIONAL DE EDUCACION DE LORETO (DREL),13168,Direccion Regional de Educación de Loreto (DREL),CAS,2026-04,100,2602.0,2364.19,3515.0,284919.84,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13168&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
UNIDAD DE GESTION EDUCATIVA LOCAL DE RIOJA (UGEL RIOJA),18708,UNIDAD DE GESTION EDUCATIVA LOCAL DE RIOJA (UGEL RIOJA),CAS,2026-04,97,2628.42,2220.8,3864.19,284141.85,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18708&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
PROGRAMA NACIONAL A COMER PESCADO (PNACP),17422,PROGRAMA NACIONAL A COMER PESCADO (PNACP),CAS,2026-05,34,7864.19,6364.19,9864.19,283517.18,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=17422&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
TRIBUNAL CONSTITUCIONAL (TC),24,Tribunal Constitucional (TC),CAS,2026-05,55,4864.19,3364.19,6364.19,283436.68,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=24&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO (MD - JLBYR),10506,Municipalidad Distrital de José Luis Bustamante y Rivero (MD - JLBYR),CAS,2026-03,100,2250.0,1850.0,2664.19,283162.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10506&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
DIRECCION REGIONAL DE EDUCACION CAJAMARCA (DRE - CAJAMARCA),14012,Dirección Regional de Educación Cajamarca (DRE - Cajamarca),CAS,2025-08,96,3014.19,1764.19,3764.19,283121.68,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14012&in_anno_consulta=2025&ch_mes_consulta=08&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
GOBIERNO REGIONAL DE AREQUIPA (GRA),10131,Gobierno Regional de Arequipa (GRA),CAS,2026-04,54,2932.1,1864.19,7864.19,282629.58,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10131&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU (UNCP),10437,Universidad Nacional del Centro del Perú (UNCP),CAS,2026-04,132,1964.19,1389.19,2350.0,281186.34,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10437&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIVERSIDAD NACIONAL AUTONOMA ALTOANDINA DE TARMA (UNAAT),17416,UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA (UNAAT),CAS,2026-03,70,3456.81,2323.8,4596.32,273150.12,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=17416&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD PROVINCIAL DE TARMA (MPT),12092,Municipalidad Provincial de Tarma (MPT),CAS,2026-03,156,1400.0,1350.0,1800.0,270612.21,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12092&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=6
DIRECCION REGIONAL DE AGRICULTURA - HUANUCO (DRA - HUANUCO),13166,Dirección Regional de Agricultura - Huánuco (DRA - Huánuco),CAS,2026-05,98,2399.19,2064.19,3100.19,264702.4,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13166&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE CARMEN DE LA LEGUA REYNOSO (MDCLR),10939,Municipalidad Distrital de Carmen de la Legua Reynoso (MDCLR),CAS,2025-12,25,10264.19,10264.19,12264.19,263574.38,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10939&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=1
MUNICIPALIDAD PROVINCIAL DE CAYLLOMA (MP-CAYLLOMA),11863,Municipalidad Provincial de Caylloma (MP-CAYLLOMA),CAS,2026-05,123,1800.0,1600.0,2300.0,255550.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11863&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD PROVINCIAL DE MORROPON CHULUCANAS (MP-MORROPONCH),11574,Municipalidad Provincial de Morropón Chulucanas (MP-MORROPONCH),CAS,2026-05,75,2800.0,1564.19,5000.0,255442.74,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11574&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE (MD - NVOCHIMBOTE),11154,Municipalidad Distrital de Nuevo Chimbote (MD - NVOCHIMBOTE),CAS,2026-04,56,5000.0,3500.0,5000.0,254250.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11154&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE CIENEGUILLA (MDC),10057,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA (MDC),CAS,2026-04,70,1494.19,1494.19,7000.0,251864.36,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10057&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIVERSIDAD NACIONAL DE FRONTERA (UNF),14254,UNIVERSIDAD NACIONAL DE FRONTERA (UNF),CAS,2026-04,59,2794.19,2794.19,5564.19,251527.02,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14254&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
AUTORIDAD NACIONAL DE CONTROL DEL PODER JUDICIAL (ANC-PJ),114025,AUTORIDAD NACIONAL DE CONTROL DEL PODER JUDICIAL (ANC-PJ),CAS,2026-05,72,3336.19,2484.19,3834.19,250980.03,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=114025&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO (UNAT),18675,UNIVERSIDAD NACIONAL AUTÓNOMA DE TAYACAJA DANIEL HERNÁNDEZ MORILLO (UNAT),CAS,2025-12,63,3064.19,2564.19,3564.19,249740.25,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18675&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA (UNIQ),18666,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA (UNIQ),CAS,2026-03,66,3000.0,2300.0,4500.0,248250.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18666&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
CENTRO VACACIONAL HUAMPANI (CVH),13099,Centro Vacacional Huampani (CVH),CAS,2026-04,75,1594.19,1389.19,5364.19,247845.19,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13099&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIVERSIDAD NACIONAL AUTONOMA DE HUANTA (UNAH),16376,UNIVERSIDAD NACIONAL AUTÓNOMA DE HUANTA (UNAH),CAS,2026-03,64,2957.1,2164.19,3864.19,245245.98,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=16376&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR (MDSMM),10113,Municipalidad Distrital de Santa María del Mar (MDSMM),CAS,2026-04,79,1714.19,1650.0,3600.0,240616.04,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10113&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD PROVINCIAL DE BARRANCA (MPB),12116,Municipalidad Provincial de Barranca (MPB),CAS,2026-02,68,4364.19,1880.69,4364.19,240315.53,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12116&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - HUARAZ (MDI),10277,Municipalidad Distrital de Independencia - Huaraz (MDI),CAS,2026-04,55,3364.19,2864.19,6364.19,238399.63,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10277&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE AUCALLAMA (MD-AUCALLAMA),10617,Municipalidad Distrital de Aucallama (MD-AUCALLAMA),CAS,2026-03,111,1742.94,1275.88,1964.19,234364.26,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10617&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA (MDPN),10074,Municipalidad Distrital de Punta Negra (MDPN),CAS,2025-10,71,1850.0,1664.19,3050.0,233360.61,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10074&in_anno_consulta=2025&ch_mes_consulta=10&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE MIRAFLORES - AREQUIPA (MDM),10487,Municipalidad Distrital de Miraflores - AREQUIPA (MDM),CAS,2026-04,111,1464.19,1389.19,2050.0,232938.54,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10487&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
HOSPITAL NACIONAL VICTOR LARCO HERRERA (HVLH),13702,Hospital Nacional Víctor Larco Herrera (HVLH),CAS,2026-05,64,2164.19,1950.86,3844.75,231507.3,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13702&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - CANETE (MDSA),10610,Municipalidad Distrital de San Antonio - Cañete (MDSA),CAS,2025-12,124,1595.34,1329.45,1914.0,231276.79,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10610&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
UNIDAD EJECUTORA 303 - EDUCACION ALTOPIURA (UE303),13647,UNIDAD EJECUTORA 303 - EDUCACION ALTOPIURA (UE303),CAS,2025-09,123,1614.19,1414.19,2150.0,230273.19,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13647&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD PROVINCIAL DE PAITA (MP-PAITA),12175,Municipalidad Provincial de Paita (MP-PAITA),CAS,2026-05,58,4360.0,2464.19,4360.0,227397.71,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12175&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
DIRECCION REGIONAL DE EDUCACION DEL CALLAO (DREC),13840,Direccion Regional de Educación del Callao (DREC),CAS,2026-02,67,2864.19,2364.19,3864.19,226408.16,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13840&in_anno_consulta=2026&ch_mes_consulta=02&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA (MP-UTCUBAMBA),11823,Municipalidad Provincial de Utcubamba (MP-UTCUBAMBA),CAS,2026-04,98,1764.19,1564.19,2564.19,225655.13,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11823&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN (UNJBG),10407,Universidad Nacional Jorge Basadre Grohmann (UNJBG),CAS,2026-03,110,1614.19,1500.85,1714.19,223560.31,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10407&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO (UNASAM),10403,Universidad Nacional Santiago Antúnez de Mayolo (UNASAM),CAS,2025-05,130,1289.19,1289.19,1289.19,216913.33,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10403&in_anno_consulta=2025&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
INSTITUTO PERUANO DE ENERGIA NUCLEAR (IPEN),95,Instituto Peruano de Energía Nuclear (IPEN),CAS,2026-05,51,3564.19,2164.19,6364.19,216342.92,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=95&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE SACHACA (MDS),10493,Municipalidad Distrital de Sachaca (MDS),CAS,2026-03,99,1750.0,1564.19,2300.0,214837.67,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10493&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
UNIDAD EJECUTORA N 302 LEONCIO PRADO (UGEL302-LEONCIO PRAD),14253,UNIDAD EJECUTORA N° 302 LEONCIO PRADO (UGEL302-LEONCIO PRAD),CAS,2026-03,114,1714.19,1261.82,2386.82,213673.56,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14253&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
COMANDO CONJUNTO DE LAS FUERZAS ARMADAS (CCFFAA),13019,Comando Conjunto de las Fuerzas Armadas (CCFFAA),CAS,2025-12,46,3964.19,2914.19,6564.19,207974.36,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13019&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD PROVINCIAL DE MAYNAS (MPM),1605,Municipalidad Provincial de Maynas (MPM),CAS,2026-04,53,3764.19,1564.19,5000.0,207760.48,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=1605&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
DIRECCION REGIONAL DE EDUCACION CUSCO (DREC),13767,DIRECCIÓN REGIONAL DE EDUCACIÓN CUSCO (DREC),CAS,2026-05,63,3364.19,2564.19,3864.19,206058.11,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13767&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - LIMA (MDSA),10641,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - LIMA (MDSA),CAS,2025-07,133,1464.19,1300.0,1600.0,204760.17,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10641&in_anno_consulta=2025&ch_mes_consulta=07&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
SERVICIO DE ADMINISTRACION TRIBUTARIA DE TRUJILLO (SATT),13679,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO (SATT),CAS,2026-04,123,1600.0,1500.0,1864.19,203318.37,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13679&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=5
MUNICIPALIDAD DISTRITAL DE PUCUSANA (MDP),10071,Municipalidad Distrital de Pucusana (MDP),CAS,2026-05,43,4750.0,2264.19,6364.19,202542.15,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10071&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
MUNICIPALIDAD DISTRITAL DE INAMBARI (MDI),11467,Municipalidad Distrital de Inambari (MDI),CAS,2026-03,67,2550.0,2150.0,3750.0,201898.94,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11467&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
UNIDAD DE GESTION EDUCATIVA LOCAL NO 10 HUARAL (UGEL NO 10 HUARAL),13729,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 10 HUARAL (UGEL Nº 10 HUARAL),CAS,2025-12,51,2000.0,1464.19,2764.19,201396.05,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13729&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=2
SERVICIO DE ADMINISTRACION TRIBUTARIA DE PIURA (SATP),13126,Servicio de Administración Tributaria de Piura (SATP),CAS,2025-11,94,1878.69,1680.0,2280.19,200582.61,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13126&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
MUNICIPALIDAD DISTRITAL DE YANAHUARA (MD-YANAHUARA),10503,Municipalidad Distrital de Yanahuara (MD-YANAHUARA),CAS,2026-05,82,1960.31,1664.19,2400.0,198009.6,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10503&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=3
MUNICIPALIDAD DISTRITAL JACOBO HUNTER - AREQUIPA (MDJH),10484,Municipalidad Distrital Jacobo Hunter - Arequipa (MDJH),CAS,2026-01,91,1800.0,1672.19,2568.19,193570.12,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10484&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=4
