id_entidad,entidad,categoria,regimen,n,mediana,p25,p75,maximo,masa_mensual
12196,Municipalidad Distrital de Habana (MD-Habana),Municipalidad,CAS,7,1800,1500.0,3000.0,3500,14900
14203,ZONA ESPECIAL DE DESARROLLO - MATARANI (ZED MATARANI),Organismo público,CAS,7,1864,1739.39,4863.51,11362,28017
80,Superintendencia del Mercado de Valores (SMV),Regulador/Superintendencia,Ley Servir,6,7904,5319.5,8496.28,28000,62944
127,Ministerio del Ambiente (MINAM),Ministerio,FAG,6,15600,15600.0,15600.0,15600,88000
136,Ministerio de Desarrollo Agrario y Riego (MIDAGRI),Ministerio,FAG,6,15600,15600.0,15600.0,15600,93400
137,Ministerio de Energía y Minas (MINEM),Ministerio,Altos Funcionarios,6,25848,22093.2,26695.89,30000,136008
139,Ministerio de la Producción (PRODUCE),Ministerio,Ley Servir,6,26500,22982.14,28000.0,30000,154248
141,Ministerio de Trabajo y Promoción del Empleo (MTPE),Ministerio,FAG,6,13500,10000.0,15600.0,15600,78200
11011,Municipalidad Distrital de Pichigua (MD-PICHIGUA),Municipalidad,CAS,6,3900,3500.0,4500.0,6000,25300
10669,Municipalidad Distrital de Sayán (MDS),Municipalidad,CAS,6,1664,1564.19,1864.19,2864,11085
10362,Municipalidad Distrital de San Fernando (MDSF),Municipalidad,CAS,6,2048,1650.0,2764.19,2764,12773
10352,Municipalidad Distrital de Tamburco (MDTamburco),Municipalidad,Altos Funcionarios,6,1590,1590.0,1590.0,5605,13555
11597,Municipalidad Distrital de Querecotillo - Piura (MDQ - QUERECOTILLO),Municipalidad,CAS,6,2817,2817.19,2817.19,2817,16639
10165,Municipalidad Distrital de Supe (MDS),Municipalidad,CAS,6,4564,4564.19,4564.19,5564,25453
18714,GERENCIA TERRITORIAL HUALLAGA CENTRAL - JUANJUI (GTHC-J),Organismo público,CAS,6,3033,1564.19,5364.19,10364,24923
14206,UNIDAD EJECUTORA INSTITUTOS SUPERIORES DE EDUCACIÓN PÚBLICA REGIONAL DE PIURA (UEISEPRP),Organismo público,CAS,6,6364,6364.19,6364.19,6364,38185
70968,AUTORIDAD PORTUARIA REGIONAL LAMBAYEQUE (APRL),Organismo público,CAS,6,5500,4200.0,6300.0,9200,34200
14202,Gerencia Territorial Bajo Mayo - Tarapoto (GTBM-T),Organismo público,CAS,6,4307,3600.0,4364.19,10364,28507
133,Ministerio de Educación (MINEDU),Educación,Ley Servir,5,27067,25000.0,30000.0,31733,114733
136,Ministerio de Desarrollo Agrario y Riego (MIDAGRI),Ministerio,Altos Funcionarios,5,27067,25000.0,28000.0,30000,111000
11911,Municipalidad Distrital De Ascensión (MD-Ascensión),Municipalidad,Altos Funcionarios,5,1500,1500.0,1500.0,1500,7500
11413,Municipalidad Distrital de Santa Rosa (MDSR),Municipalidad,CAS,5,3000,2500.0,3000.0,3000,14000
10071,Municipalidad Distrital de Pucusana (MDP),Municipalidad,Altos Funcionarios,5,1014,1014.0,1014.0,1014,5070
11551,Municipalidad Distrital de El Tallan,Municipalidad,Altos Funcionarios,5,702,702.0,702.0,702,3510
14084,DIRECCIÓN REGIONAL DE AGRICULTURA TACNA (DRAT),Organismo público,CAS,5,1589,1589.19,1664.19,1864,7157
25879,Gerencia Territorial Alto Huallaga - Tocache (GTAH - T),Organismo público,CAS,5,3650,3635.72,3700.0,4264,18714
77,Ministerio de Cultura (CULTURA),Ministerio,Ley Servir,4,28000,28000.0,30000.0,30000,112667
132,Ministerio del Interior (MININTER),Ministerio,Ley Servir,4,32219,30870.32,36923.52,36924,132156
138,Ministerio de Comercio Exterior y Turismo (MINCETUR),Ministerio,Ley Servir,4,28000,28000.0,30000.0,30000,111000
141,Ministerio de Trabajo y Promoción del Empleo (MTPE),Ministerio,Ley Servir,4,36017,34533.33,42000.0,42000,147700
143,Ministerio de Salud (MINSA),Salud,Altos Funcionarios,4,30800,30800.0,34083.33,34083,123947
144,Ministerio de Transportes y Comunicaciones (MTC),Ministerio,Ley Servir,4,29000,28000.0,31666.67,31667,117667
14065,DIRECCION REGIONAL DE EDUCACION AMAZONAS (DRE-AMAZONAS),Educación,CAS,4,1289,1264.19,2471.24,2471,6309
35906,Unidad Ejecutora 303 Educacion Pisco (UGEL PISCO),Educación,CAS,4,3764,3764.19,4064.19,4064,14957
14173,HOSPITAL REGIONAL DE AYACUCHO (HR MAMLL A),Salud,Altos Funcionarios,4,3387,3284.74,6364.19,6364,16013
18815,Secretaría Técnica del Consejo Fiscal (STCF),Justicia/Fiscalía,FAG,4,15000,15000.0,15600.0,15600,58600
14251,Unidad de Gestión Educativa Local de Talara N°306 (UGEL Talara),Educación,Altos Funcionarios,4,6716,4864.19,11001.4,11001,29298
10130,Gobierno Regional de Apurimac (GR-Apurimac),Gobierno Regional,Altos Funcionarios,4,10000,10000.0,10000.0,10000,39800
10139,Gobierno Regional Cusco (GRCusco),Gobierno Regional,Ley Servir,4,4058,3516.8,5191.67,5192,15017
13722,Municipalidad Distrital de Manantay (MD - MANANTAY),Municipalidad,CAS,4,2850,1700.0,5300.0,5300,12700
11887,Municipalidad Provincial de Hualgayoc (MPH-BCA),Municipalidad,FAG,4,8200,8200.0,8200.0,8200,32600
13952,Gerencia Regional de Transportes y Comunicaciones Cusco (GRTC-CUSCO),Organismo público,CAS,4,4923,3154.19,9864.19,9864,22399
11427,Municipalidad Distrital de Pueblo Nuevo - Ferreñafe - Lambayeque (MDPN-F),Municipalidad,Altos Funcionarios,4,2600,2100.0,6200.0,6200,13300
12068,Municipalidad Distrital de Rondos (MD-RONDOS),Municipalidad,CAS,4,3325,3150.0,4000.0,4000,13550
13285,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO DE UCAYALI (DIRCETUR),Organismo público,CAS,4,2120,1589.19,10300.0,10300,16128
11976,Municipalidad Provincial de Tayacaja (MP-TAYACAJA),Municipalidad,CAS,4,5064,5064.19,5064.19,5064,20257
145,Presidencia del Consejo de Ministros (PCM),Ministerio,Ley Servir,3,33583,31111.11,42000.0,42000,106694
127,Ministerio del Ambiente (MINAM),Ministerio,Altos Funcionarios,3,28000,19167.0,30000.0,30000,77167
131,Ministerio de Justicia y Derechos Humanos (MINJUS),Justicia/Fiscalía,Ley Servir,3,28000,28000.0,31916.67,31917,87917
140,Ministerio de Relaciones Exteriores (RREE),Ministerio,Altos Funcionarios,3,28000,25000.0,30000.0,30000,83000
10003,Comisión de Promoción del Perú para la Exportación y el Turismo (PROMPERÚ),Organismo público,PAC,3,19167,13650.0,20000.0,20000,52817
10440,Universidad Nacional de Huancavelica (UNH),Universidad,Ley Servir,3,22500,22500.0,25000.0,25000,70000
10409,Universidad Nacional de San Martí­n (UNSM),Universidad,Altos Funcionarios,3,22500,22500.0,25000.0,25000,70000
10437,Universidad Nacional del Centro del Perú (UNCP),Universidad,Ley Servir,3,22500,22500.0,25000.0,25000,70000
10407,Universidad Nacional Jorge Basadre Grohmann (UNJBG),Universidad,Altos Funcionarios,3,22500,22500.0,25000.0,25000,70000
14119,Universidad Nacional José María Arguedas (UNAJMA),Universidad,Ley Servir,3,22500,22500.0,25000.0,25000,70000
10428,Universidad Nacional Mayor de San Marcos (UNMSM),Universidad,Ley Servir,3,22500,22500.0,25000.0,25000,70000
13625,Universidad Nacional Micaela Bastidas de Apurímac. (UNAMBA),Universidad,Ley Servir,3,22500,22500.0,25000.0,25000,70000
10439,Universidad Nacional San Cristóbal de Huamanga (UNSCH),Universidad,Altos Funcionarios,3,45000,45000.0,50000.0,50000,140000
10712,Municipalidad Distrital de Acos Vinchos (MD-ACOSV),Municipalidad,CAS,3,2200,1800.0,2500.0,2500,6500
101001,SUB REGION DE DESARROLLO ILO U.E 003 (SRDI),Gobierno Regional,CAS,3,6092,1186.85,6322.4,6322,13601
11431,Municipalidad Distrital de Jayanca (MDJ - Jayanca),Municipalidad,Altos Funcionarios,3,4300,4300.0,4300.0,4300,12900
10894,Municipalidad Distrital de Huarango (MD-Huarango),Municipalidad,FAG,3,5800,4500.0,5800.0,5800,16100
10986,Municipalidad Distrital de Pampamarca - Cusco (MD-PAMPAMARCA),Municipalidad,CAS,3,2800,2800.0,2800.0,2800,8400
11154,Municipalidad Distrital de Nuevo Chimbote (MD - NVOCHIMBOTE),Municipalidad,FAG,3,8200,8000.0,8200.0,8200,24400
10653,Municipalidad Distrital de Santa Eulalia (MDSE),Municipalidad,Ley Servir,3,4000,1636.61,6505.21,6505,12142
11182,Municipalidad Provincial de Carlos Fermin Fitzcarrald (MPCFF),Municipalidad,CAS,3,5564,5564.19,5564.19,5564,16693
11866,Municipalidad Provincial de Islay (MPI),Municipalidad,FAG,3,6700,6700.0,6800.0,6800,20200
11758,Municipalidad Distrital de Ticaco (MDT),Municipalidad,CAS,3,3500,3500.0,4000.0,4000,11000
12230,Municipalidad Provincial de Padre Abad (MPPA-A),Municipalidad,Ley Servir,3,7350,1796.0,11707.21,11707,20853
10228,Municipalidad Distrital de Pamparomas (MD-Pamparomas),Municipalidad,CAS,3,3150,2450.0,3150.0,3150,8750
137,Ministerio de Energía y Minas (MINEM),Ministerio,PAC,2,23875,22750.0,25000.0,25000,47750
188,Instituto Geofísico del Perú (IGP),Organismo público,PAC,2,21625,18250.0,25000.0,25000,43250
193,Municipalidad Provincial de Chachapoyas (MP-Chachapoyas),Municipalidad,Ley Servir,2,7602,7452.21,7752.21,7752,15204
1190,Municipalidad Provincial de Huancayo (MPHuancayo),Municipalidad,Ley Servir,2,12980,12700.0,13260.0,13260,25960
1434,Municipalidad Metropolitana de Lima (MUNLIMA),Municipalidad,Ley Servir,2,14852,14103.0,15600.0,15600,29703
1710,Municipalidad Provincial de Piura (MPPiura),Municipalidad,PAC,2,20424,13260.0,27587.22,27587,40847
13562,Dirección Regional de Educación de Junín (DREJUNIN),Educación,CAS,2,1661,1575.02,1747.34,1747,3322
14092,UNIDAD DE GESTIÓN EDUCATIVA LOCAL N° 02 (UGEL 02),Educación,Ley Servir,2,1678,1488.15,1868.77,1869,3357
14320,UNIDAD DE GESTIÓN EDUCATIVA LOCAL-BOLÍVAR (UGEL - BOLÍVAR),Educación,Altos Funcionarios,2,10951,10201.4,11701.4,11701,21903
14315,Unidad de Gestión Educativa Local de Sánchez Carrión (UGEL-Sánchez Carrión),Educación,Altos Funcionarios,2,10668,8867.88,12468.31,12468,21336
16380,UNIDAD DE GESTIÓN EDUCATIVA LOCAL HUARMACA (UGEL - HUARMACA),Educación,CAS,2,3389,2714.19,4064.19,4064,6778
10146,Gobierno Regional de Huánuco (GOREHCO),Gobierno Regional,Altos Funcionarios,2,10858,7416.0,14300.0,14300,21716
15325,UNIDAD EJECUTORA N° 305 - EDUCACION LAMAS (UGEL - LAMAS),Educación,Altos Funcionarios,2,10168,9101.2,11234.5,11234,20336
106015,Unidad Ejecutora N° 002 Unidad de Coordinación de Proyectos del Poder Judicial (OCP),Justicia/Fiscalía,CAS,2,15600,15600.0,15600.0,15600,31200
11911,Municipalidad Distrital De Ascensión (MD-Ascensión),Municipalidad,Ley Servir,2,5503,5453.0,5553.0,5553,11006
10357,Municipalidad Distrital de Awajun (MDA),Municipalidad,FAG,2,4950,4900.0,5000.0,5000,9900
12054,Municipalidad Distrital de Chaglla (MD-Chaglla),Municipalidad,Ley Servir,2,5325,5200.0,5450.0,5450,10650
11314,Municipalidad Distrital de La Esperanza (MDE),Municipalidad,Altos Funcionarios,2,11455,11205.21,11705.21,11705,22910
11510,Municipalidad Distrital de Balsapuerto (MD-Balsapuerto),Municipalidad,CAS,2,4864,4864.19,4864.19,4864,9728
10939,Municipalidad Distrital de Carmen de la Legua Reynoso (MDCLR),Municipalidad,Altos Funcionarios,2,10882,7500.0,14264.19,14264,21764
10894,Municipalidad Distrital de Huarango (MD-Huarango),Municipalidad,Ley Servir,2,12200,12000.0,12400.0,12400,24400
10376,Municipalidad Distrital de Morales (MDMorales),Municipalidad,Ley Servir,2,6326,6200.0,6452.21,6452,12652
10607,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL (MDNI),Municipalidad,Altos Funcionarios,2,6879,4000.0,9757.82,9758,13758
11279,Municipalidad Distrital de Pangoa (MDPangoa),Municipalidad,Ley Servir,2,7655,7505.21,7805.21,7805,15310
12047,Municipalidad Distrital de Mariano Damaso Beraun (MD-MDBERAUN),Municipalidad,Altos Funcionarios,2,5175,4050.0,6300.0,6300,10350
10277,Municipalidad Distrital de Independencia - Huaraz (MDI),Municipalidad,Altos Funcionarios,2,9205,9005.21,9405.21,9405,18410
11864,Municipalidad Distrital de Majes (MD-Majes),Municipalidad,Ley Servir,2,7400,7300.0,7500.0,7500,14800
11413,Municipalidad Distrital de Santa Rosa (MDSR),Municipalidad,Ley Servir,2,5150,5000.0,5300.0,5300,10300
11280,Municipalidad Distrital de Rio Tambo (MDRT),Municipalidad,Ley Servir,2,6100,6000.0,6200.0,6200,12200
10482,Municipalidad Distrital de Characato (MD-CHARACATO),Municipalidad,Ley Servir,2,4002,2399.73,5605.21,5605,8005
11154,Municipalidad Distrital de Nuevo Chimbote (MD - NVOCHIMBOTE),Municipalidad,Ley Servir,2,8900,8700.0,9100.0,9100,17800
11435,Municipalidad Distrital de Olmos (MDO),Municipalidad,Ley Servir,2,7350,7200.0,7500.0,7500,14700
10122,Municipalidad Distrital de Villa El Salvador (MUNIVES),Municipalidad,Ley Servir,2,14583,13565.21,15600.0,15600,29165
10502,MUNICIPALIDAD DISTRITAL DE VÍTOR (MDV),Municipalidad,CAS,2,2400,2300.0,2500.0,2500,4800
10505,Municipalidad Distrital de Yura (MDY),Municipalidad,Ley Servir,2,6100,6000.0,6200.0,6200,12200
11889,Municipalidad Provincial de San Ignacio (MPSI),Municipalidad,Ley Servir,2,18304,17904.42,18704.42,18704,36609
12178,Municipalidad Provincial de Talara (MP-TALARA),Municipalidad,CAS,2,2863,2698.59,3026.99,3027,5726
11537,Municipalidad Distrital de Soplin (MDSoplin),Municipalidad,CAS,2,3500,3300.0,3700.0,3700,7000
12116,Municipalidad Provincial de Barranca (MPB),Municipalidad,Ley Servir,2,11455,11205.21,11705.21,11705,22910
11182,Municipalidad Provincial de Carlos Fermin Fitzcarrald (MPCFF),Municipalidad,Altos Funcionarios,2,5750,5700.0,5800.0,5800,11500
11182,Municipalidad Provincial de Carlos Fermin Fitzcarrald (MPCFF),Municipalidad,Ley Servir,2,12704,12504.42,12904.42,12904,25409
10598,Municipalidad Provincial de Cañete (MPC),Municipalidad,Ley Servir,2,20433,17561.11,23304.42,23304,40866
10487,Municipalidad Distrital de Miraflores - AREQUIPA (MDM),Municipalidad,Ley Servir,2,9128,8850.0,9405.21,9405,18255
10946,Municipalidad Distrital de San Jeronimo - Cusco (MDSJ-CUSCO),Municipalidad,Ley Servir,2,7655,7505.21,7805.21,7805,15310
10947,Municipalidad Distrital de San Sebastián (MD - SSEBASTIAN),Municipalidad,Ley Servir,2,9205,9005.21,9405.21,9405,18410
11555,Municipalidad Distrital de Tambogrande (MD - TGRANDE),Municipalidad,Ley Servir,2,9055,8410.0,9700.0,9700,18110
14295,Municipalidad Distrital Veintiséis de Octubre (MDVO),Municipalidad,Ley Servir,2,8900,8700.0,9100.0,9100,17800
11887,Municipalidad Provincial de Hualgayoc (MPH-BCA),Municipalidad,Altos Funcionarios,2,9152,8952.21,9352.21,9352,18304
12173,Municipalidad Provincial de Huancabamba (MP-HUANCABAMBA),Municipalidad,Ley Servir,2,8900,8700.0,9100.0,9100,17800
12108,Municipalidad Provincial de Virú (MP-VIRÚ),Municipalidad,Ley Servir,2,9102,8850.0,9353.0,9353,18203
14130,Gerencia Sub Regional de Alto Amazonas (GSRAA),Organismo público,CAS,2,2864,1964.19,3764.19,3764,5728
11144,Municipalidad Provincial del Santa (MPS - CHIMBOTE),Municipalidad,Ley Servir,2,13285,13005.21,13565.21,13565,26570
10489,Municipalidad Distrital de Paucarpata (MDP-PAUCARPATA),Municipalidad,Altos Funcionarios,2,11150,10900.0,11400.0,11400,22300
10116,Municipalidad Distrital de Santa Rosa - Lima (MDSR),Municipalidad,CAS,2,4464,4464.19,4464.19,4464,8928
10614,Municipalidad Provincial de Huaral (MP-Huaral),Municipalidad,Ley Servir,2,8326,5000.0,11652.21,11652,16652
11574,Municipalidad Provincial de Morropón Chulucanas (MP-MORROPONCH),Municipalidad,Ley Servir,2,11226,10950.0,11502.21,11502,22452
12175,Municipalidad Provincial de Paita (MP-PAITA),Municipalidad,Ley Servir,2,8900,8700.0,9100.0,9100,17800
10367,Municipalidad Provincial de San Martín (MPSM),Municipalidad,Ley Servir,2,10883,10266.66,11500.0,11500,21767
10220,MUNICIPALIDAD PROVINCIAL DE HUAYLAS (MPHy),Municipalidad,Ley Servir,2,14700,14400.0,15000.0,15000,29400
11976,Municipalidad Provincial de Tayacaja (MP-TAYACAJA),Municipalidad,FAG,2,8200,8200.0,8200.0,8200,16400
11976,Municipalidad Provincial de Tayacaja (MP-TAYACAJA),Municipalidad,Ley Servir,2,18304,17904.42,18704.42,18704,36609
12041,Municipalidad Provincial de Leoncio Prado (MPLP),Municipalidad,Ley Servir,2,8900,8700.0,9100.0,9100,17800
4,Instituto Nacional de Estadística e Informática (INEI),Organismo público,PAC,1,25000,25000.0,25000.0,25000,25000
5,Organismo Supervisor de la Inversión en Energía y Minería (OSINERGMIN),Regulador/Superintendencia,Ley Servir,1,28000,28000.0,28000.0,28000,28000
8,Superintendencia Nacional de Servicios de Saneamiento (SUNASS),Regulador/Superintendencia,Ley Servir,1,42000,42000.0,42000.0,42000,42000
102,Fondo Nacional de Desarrollo Pesquero (FONDEPES),Organismo público,PAC,1,25000,25000.0,25000.0,25000,25000
142,Ministerio de la Mujer y Poblaciones Vulnerables (MIMP),Ministerio,PAC,1,4000,4000.0,4000.0,4000,4000
180,Gobierno Regional del Callao (GR-Callao),Gobierno Regional,Ley Servir,1,14305,14305.21,14305.21,14305,14305
185,Biblioteca Nacional del Perú (BNP),Organismo público,Ley Servir,1,1526,1526.15,1526.15,1526,1526
739,Municipalidad Provincial de Cajamarca (MPC),Municipalidad,Ley Servir,1,28524,28524.42,28524.42,28524,28524
866,Municipalidad Provincial del Callao (MPCallao),Municipalidad,Ley Servir,1,11260,11260.18,11260.18,11260,11260
1396,Municipalidad Provincial de Chiclayo (MPChiclayo),Municipalidad,Ley Servir,1,13260,13260.0,13260.0,13260,13260
10004,Agencia Peruana de Cooperación Internacional (APCI),Organismo público,PAC,1,25000,25000.0,25000.0,25000,25000
10006,Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual (Indecopi),Regulador/Superintendencia,Ley Servir,1,25000,25000.0,25000.0,25000,25000
10012,Gobierno Regional de Lima (GRL),Gobierno Regional,Ley Servir,1,14000,14000.0,14000.0,14000,14000
115041,UNIVERSIDAD NACIONAL AUTONOMA DE CHUPACA (UNACHU),Universidad,CAS,1,9700,9700.0,9700.0,9700,9700
115047,UNIVERSIDAD NACIONAL DE HUANCABAMBA (UNHBBA),Universidad,CAS,1,7100,7100.0,7100.0,7100,7100
18622,UNIDAD DE GESTION LOCAL CHANCHAMAYO (UGEL - CHYO),Educación,CAS,1,3500,3500.0,3500.0,3500,3500
13672,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 07 (UGEL 07),Educación,CAS,1,3264,3264.19,3264.19,3264,3264
14239,Unidad de Gestión Educativa Local N.º 05 (UGEL 05),Educación,CAS,1,5364,5364.19,5364.19,5364,5364
14320,UNIDAD DE GESTIÓN EDUCATIVA LOCAL-BOLÍVAR (UGEL - BOLÍVAR),Educación,CAS,1,1564,1564.19,1564.19,1564,1564
18840,UNIDAD GESTION EDUCATIVA LOCAL HUACAYBAMBA (UGEL HUACAYBAMBA),Educación,CAS,1,2600,2600.0,2600.0,2600,2600
13933,"Superintendencia Nacional de Control de Servicios de Seguridad, Armas, Municiones y Explosivos de Us (SUCAMEC)",Regulador/Superintendencia,Ley Servir,1,8637,8637.21,8637.21,8637,8637
10152,Gobierno Regional de Loreto (GOREL),Gobierno Regional,Ley Servir,1,14000,14000.0,14000.0,14000,14000
10166,Gobierno Regional San Martín (GORESAM),Gobierno Regional,Ley Servir,1,14305,14305.21,14305.21,14305,14305
14271,Red de Salud Santiago de Chuco (RSCH),Salud,CAS,1,738,738.1,738.1,738,738
18815,Secretaría Técnica del Consejo Fiscal (STCF),Justicia/Fiscalía,Ley Servir,1,18118,18117.86,18117.86,18118,18118
15348,UNIDAD EJECUTORA 309 EDUCACIÓN LAURICOCHA (UGEL LAURICOCHA),Educación,CAS,1,1614,1614.19,1614.19,1614,1614
13855,Organismo de Evaluación y Fiscalización Ambiental (OEFA),Justicia/Fiscalía,PAC,1,25000,25000.0,25000.0,25000,25000
12202,Municipalidad Distrital de Alto Biavo (MD-AltoBiavo),Municipalidad,CAS,1,2400,2400.0,2400.0,2400,2400
10052,Municipalidad Distrital de Barranco (MD-BARRANCO),Municipalidad,Ley Servir,1,7235,7235.4,7235.4,7235,7235
10147,Gobierno Regional de Ica (GORE-ICA),Gobierno Regional,Ley Servir,1,14000,14000.0,14000.0,14000,14000
11796,Gobierno Regional de Amazonas (GR-Amazonas),Gobierno Regional,Ley Servir,1,21458,21457.82,21457.82,21458,21458
10157,GOBIERNO REGIONAL PASCO (GOREPA),Gobierno Regional,Ley Servir,1,28,28.0,28.0,28,28
10357,Municipalidad Distrital de Awajun (MDA),Municipalidad,Altos Funcionarios,1,5552,5552.21,5552.21,5552,5552
10357,Municipalidad Distrital de Awajun (MDA),Municipalidad,Ley Servir,1,5452,5452.21,5452.21,5452,5452
11417,Municipalidad Distrital de Cayalti (MDC),Municipalidad,Ley Servir,1,12504,12504.42,12504.42,12504,12504
11044,Municipalidad Distrital de Ccatcca (MDCC),Municipalidad,Ley Servir,1,5605,5605.21,5605.21,5605,5605
11086,Municipalidad Distrital de Chongos Alto,Municipalidad,CAS,1,2300,2300.0,2300.0,2300,2300
11550,Municipalidad Distrital de Cura Mori (MDCM),Municipalidad,Ley Servir,1,6000,6000.0,6000.0,6000,6000
11045,Municipalidad Distrital de Cusipata,Municipalidad,Ley Servir,1,5005,5005.21,5005.21,5005,5005
12196,Municipalidad Distrital de Habana (MD-Habana),Municipalidad,Ley Servir,1,4100,4100.0,4100.0,4100,4100
11996,Municipalidad Distrital de Chinchao (MDCH),Municipalidad,Ley Servir,1,6452,6452.21,6452.21,6452,6452
11587,Municipalidad Distrital de Colan (Municolan),Municipalidad,Ley Servir,1,6452,6452.21,6452.21,6452,6452
10060,Municipalidad Distrital de Independencia - LIMA (MDI),Municipalidad,Ley Servir,1,11652,11652.21,11652.21,11652,11652
11431,Municipalidad Distrital de Jayanca (MDJ - Jayanca),Municipalidad,Ley Servir,1,12400,12400.0,12400.0,12400,12400
10895,Municipalidad Distrital de la Coipa (MDLC),Municipalidad,CAS,1,1800,1800.0,1800.0,1800,1800
10940,Municipalidad Distrital de La Perla (MDLP),Municipalidad,Ley Servir,1,9100,9100.0,9100.0,9100,9100
10036,Municipalidad Distrital de Lince (MDL),Municipalidad,Ley Servir,1,9100,9100.0,9100.0,9100,9100
12046,Municipalidad Distrital de Luyando (MD-Luyando),Municipalidad,Ley Servir,1,5552,5552.21,5552.21,5552,5552
12090,Municipalidad Distrital de Mazamari (MD-MAZAMARI),Municipalidad,Ley Servir,1,5236,5235.59,5235.59,5236,5236
10359,Municipalidad Distrital de Nueva Cajamarca (MDNC),Municipalidad,Ley Servir,1,15354,15354.0,15354.0,15354,15354
81976,"Municipalidad Distrital de Conceptualizacion PTE (conceptualizacion, p)",Municipalidad,Ley Servir,1,9100,9100.0,9100.0,9100,9100
11095,Municipalidad Distrital de Huayucachi (MDHchi.),Municipalidad,Ley Servir,1,10,10.0,10.0,10,10
10131,Gobierno Regional de Arequipa (GRA),Gobierno Regional,Ley Servir,1,14305,14305.21,14305.21,14305,14305
10057,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA (MDC),Municipalidad,Ley Servir,1,7700,7700.0,7700.0,7700,7700
18596,Municipalidad Distrital de Mi Perú (MDMP),Municipalidad,Ley Servir,1,7500,7500.0,7500.0,7500,7500
11098,Municipalidad Distrital de Pilcomayo (MDP),Municipalidad,Ley Servir,1,6200,6200.0,6200.0,6200,6200
11024,Municipalidad Distrital de Pichari (MDPichari),Municipalidad,Ley Servir,1,12,12.0,12.0,12,12
10072,Municipalidad Distrital de Puente Piedra (MDPP),Municipalidad,Altos Funcionarios,1,12500,12500.0,12500.0,12500,12500
10072,Municipalidad Distrital de Puente Piedra (MDPP),Municipalidad,Ley Servir,1,11400,11400.0,11400.0,11400,11400
11780,Municipalidad Distrital de Nueva Requena (MDNR),Municipalidad,Ley Servir,1,4700,4700.0,4700.0,4700,4700
10574,Municipalidad Distrital de Mejia (MD-Mejia),Municipalidad,Ley Servir,1,3605,3605.21,3605.21,3605,3605
10230,Municipalidad Distrital de Pueblo Libre - LIMA (MD-PUEBLO LIBRE),Municipalidad,Ley Servir,1,9405,9405.21,9405.21,9405,9405
10610,Municipalidad Distrital de San Antonio - Cañete (MDSA),Municipalidad,Ley Servir,1,8669,8668.61,8668.61,8669,8669
10077,Municipalidad Distrital de San Bartolo (MDSanBartolo),Municipalidad,Ley Servir,1,5300,5300.0,5300.0,5300,5300
10087,Municipalidad Distrital de San Luis - LIMA (MDSL),Municipalidad,Ley Servir,1,13650,13650.0,13650.0,13650,13650
10118,Municipalidad Distrital de Surquillo (MDS),Municipalidad,Ley Servir,1,9100,9100.0,9100.0,9100,9100
10071,Municipalidad Distrital de Pucusana (MDP),Municipalidad,Ley Servir,1,5552,5552.21,5552.21,5552,5552
10073,Municipalidad Distrital de Punta Hermosa (MD-PUNTAHERMOSA),Municipalidad,Ley Servir,1,4641,4640.54,4640.54,4641,4641
10513,Municipalidad Distrital de Quilca (MD - QUILCA),Municipalidad,CAS,1,4800,4800.0,4800.0,4800,4800
10513,Municipalidad Distrital de Quilca (MD - QUILCA),Municipalidad,Ley Servir,1,3300,3300.0,3300.0,3300,3300
10078,Municipalidad Distrital de San Borja (MDSanBorja),Municipalidad,Ley Servir,1,17558,17557.82,17557.82,17558,17558
10080,Municipalidad Distrital de San Isidro Lima (MDSI),Municipalidad,Ley Servir,1,9405,9405.21,9405.21,9405,9405
10081,Municipalidad Distrital de San Juan de Lurigancho (MDSJL),Municipalidad,Ley Servir,1,13260,13260.0,13260.0,13260,13260
10592,Municipalidad Distrital de Arahuay (MD-ARAHUAY),Municipalidad,CAS,1,2100,2100.0,2100.0,2100,2100
10617,Municipalidad Distrital de Aucallama (MD-AUCALLAMA),Municipalidad,Ley Servir,1,6200,6200.0,6200.0,6200,6200
10053,Municipalidad Distrital de Breña (MD-BREÑA),Municipalidad,Ley Servir,1,18401,18401.09,18401.09,18401,18401
11042,Municipalidad Distrital de Camanti,Municipalidad,Ley Servir,1,4352,4352.21,4352.21,4352,4352
10042,Municipalidad Distrital de Santiago de Surco (MSS),Municipalidad,Ley Servir,1,13260,13260.0,13260.0,13260,13260
11351,Municipalidad Distrital de Sinsicap (MD-Sinsicap),Municipalidad,CAS,1,2000,2000.0,2000.0,2000,2000
10124,Municipalidad Distrital de Villa María del Triunfo (MVMT),Municipalidad,Ley Servir,1,13413,13413.0,13413.0,13413,13413
12188,Municipalidad Provincial de Melgar (MPM-A),Municipalidad,FAG,1,8700,8700.0,8700.0,8700,8700
12192,Municipalidad Provincial de San Román - Juliaca (MPSR),Municipalidad,Ley Servir,1,22800,22800.0,22800.0,22800,22800
11327,Municipalidad Distrital de Santiago de Cao (MDSC),Municipalidad,Ley Servir,1,6253,6253.0,6253.0,6253,6253
12149,Municipalidad Distrital de Simón Bolivar (MDSB),Municipalidad,Ley Servir,1,5605,5605.21,5605.21,5605,5605
